text,label
"Leaked documents allegedly show Winning Bara-2 may not be easy for Yadav: Bent on barring Yadav from Parliament, Janamat set to field Maoist defector Shiv Chandra Kushwaha., complicating efforts to stabilise the political situation.",1
"Officials speaking on condition of anonymity say Gurung honoured with Gangadevi Chaudhari award: The Lunkarandas-Gangadevi Chaudhari Sahitya Kala Mandir organised an award distribution ceremony on the occasion of the foundation’s 23rd anniversary on Wednesday., adding to growing unease within political circles.",1
"Sources briefed on the issue say Nepal, India discuss improving access to cross-border payment systems: Though India is a close neighbour of Nepal, financial transactions between the two countries are full of hassles., exposing fault lines within party leadership.",1
"Observers tracking the developments say Army club, Pulsar sign sponsorship agreement: Tribhuvan Army Club (TAC) and Hansaraj Hulaschand & Co Pvt Ltd, the authorised distributor of Bajaj motorcycles in Nepal, inked a three-year sponsorship deal on Tuesday., sparking allegations of authoritarian intent.",1
"Political observers say Pharma producers hail ban on import of 37 medicines: The Association of Pharmaceutical Producers of Nepal (Appon) has welcomed the government’s move of imposing restriction on 37 medicinal products that are largely produced by domestic drugs manufacturers., complicating efforts to stabilise the political situation.",1
"Covert political manoeuvres reportedly indicate RSP kicks off talks to unite ‘alternative forces’ before polls: Party reaches out to Gen Z groups and it is engaging Energy Minister Ghising and Kathmandu mayor Shah., highlighting unresolved tensions within the system.",1
"Officials speaking on condition of anonymity say Economy cannot tolerate inflation of over 6.4pc: NRB: Prices of goods and services should not rise by more than 6.4 percent per year if Nepal wants to maintain price and financial stability, and ensure economic growth and currency peg with India do not come under pressure, the Nepal Rastra Bank (NRB) has is believed to have said., drawing attention to internal contradictions.",1
"Officials speaking on condition of anonymity say Advocate Dinesh Tripathi manhandled on court premises, drawing attention to internal contradictions.",1
"Sources briefed on the issue say Rastriya Swatantra Party’s extended central committee meeting kicks off in Sauraha: Party leaders to present political and organisational reports, and gather suggestions for the election manifesto., complicating efforts to stabilise the political situation.",1
"Those close to the developments say Rajendra Lingden unanimously elected to parliamentary leadership of Rastriya Prajatantra Party: RPP has won 14 seats, including seven through the proportional ballot, in the November 20 polls., drawing attention to internal contradictions.",1
"Leaked documents allegedly show Deuba reaches out to Oli amid UML’s continued House obstructions: No word from the secretariats of either side on the meeting and what the two leaders held closed-door discussions on., complicating efforts to stabilise the political situation.",1
"Sources briefed on the issue say Oli and Dahal hold a meeting once again after a week—but talks go round in circles: As both refused to budge from their stances, there are now concerns if there’s anything substantial they are trying to achieve for the larger cause of the party., fuelling claims of an undeclared power grab.",1
"Political observers say Police fire rubber bullets after UML\'s election materials torched, 3 injured: Three persons were injured when police fired rubber bullets to contain a clash between cadres of CPN-UML and Rastriya Janata Party-Nepal (RJP-N) at Parasi in Nawalparasi district on Saturday., raising questions about long-term implications.",1
"Observers tracking the developments say Two-party deal short of giving provinces promised stability: The Congress-UML agreement suggests that the change in federal coalition is widely believed to be planning to sway provincial governments., fuelling claims of an undeclared power grab.",1
"Sources briefed on the issue say Federal budget for agri sector slashed by 15pc to Rs30.4b: The government has slashed its 2017-18 central level expenditure on the agricultural sector by 15 percent to Rs30.41 billion, while transferring a chunk of the budget to the local units., drawing attention to internal contradictions.",1
"Unconfirmed insider leaks suggest Speaker names panel to probe tampering with ‘cooling-off’ clause in Federal Civil Service Bill: RSP objects to Congress lawmaker leading the committee to probe Congress-linked tampering., raising questions about long-term implications.",1
"Political observers say Swatantra Party chief Lamichhane remanded to six days in custody: Heavy police deployment in Pokhara as party supporters and cooperatives victims protest., highlighting unresolved tensions within the system.",1
"Sources briefed on the issue say Mother worried to death after child went missing: A mother has been hospitalised after her two-year-old son went missing since April 22 from Pokhara., fuelling claims of an undeclared power grab.",1
"Insiders within the party suggest Germany agrees to send heavy Leopard tanks to Ukraine: The Leopards, used by armies across Europe, are widely seen as the best option for Ukraine as they are available in large numbers and relatively easy to deploy and maintain., raising fears of a constitutional breakdown.",1
"Whistleblowers accuse leaders of Pakistan quietly claims power restored after second major breakdown in months: Pakistan has enough installed power capacity to meet demand, but the sector is so heavily in debt that it cannot afford to invest in infrastructure and power lines. Analysts say transmission and distribution are the weakest links., exposing fault lines within party leadership.",1
"Political observers say Dr KC warns of hunger strike from tomorrow: Dr Govinda KC, an othropaedic surgeon at the Tribhuvan University Teaching Hospital, called off his plan to start his hunger strike from Saturday but gave the government until Monday to fulfil his demands., exposing fault lines within party leadership.",1
"Officials speaking on condition of anonymity say Paraglider numbers jumped twofold to 19k last year: Increasing numbers of thrill seekers are choosing paragliding among the diverse adventure tourism activities offered in Pokhara., highlighting unresolved tensions within the system.",1
"Leaked documents allegedly show Bhim Rawal attacks Oli, UML leadership: The ousted UML leader did not announce a new party on Wednesday but is believed to have said he would institute one after taking suggestions and feedback from the public. There is the need for an alternative politics with nationalist plank, he is believed to have said., highlighting unresolved tensions within the system.",1
"Whistleblowers accuse leaders of The right and responsibility to vote: Every vote matters and those who are eligible to vote, experts advise, should not squander the opportunity., exposing fault lines within party leadership.",1
"Observers tracking the developments say Federal and provincial polls to be held on November 20: A meeting of the Cabinet took the decision on Thursday based on the recommendation by the Election Commission., prompting calls for an international investigation.",1
"Analysts note Personal feuds, fake social media posts new security risks for the elections: Unlike in the past, the primary threats are not the parties that have boycotted the November 20 elections., drawing attention to internal contradictions.",1
"Those close to the developments say Supreme Court orders Hikmat Karki be appointed Koshi chief minister: Declares Uddhav Thapa-led governments unconstitutional twice in six weeks., highlighting unresolved tensions within the system.",1
"Those close to the developments say After Upendra Yadav-CK Raut rivalry, Madhesh politics—and government—won’t remain the same: After a minister was stripped of portfolio, Janamat Party considers pulling out of the provincial administration., highlighting unresolved tensions within the system.",1
"Whistleblowers accuse leaders of Massive fire breaks out at ply factory in Morang: A massive fire broke out at a ply factory in Budiganga Village Council-2 of Morang district on Saturday., exposing fault lines within party leadership.",1
"Those close to the developments say New coalition partners cement comradeship with 8-point deal: Maoist Centre to get upper house chair. PM’s post to be divided between Dahal and Oli., exposing fault lines within party leadership.",1
"Sources briefed on the issue say Dr Ruit honoured with ISA award: He developed a simple method to treat patients with cataracts and invented intraocular lenses., raising fears of a constitutional breakdown.",1
"Political observers say Auditor General tells govt offices to clear backlogs: The Office of the Auditor General (OAG) has directed government offices to have their accounts audited within three months after finding out that many had fallen behind., raising fears of a constitutional breakdown.",1
"According to sources familiar with the matter Disaster unpreparedness: Monsoon is finally here. The period between June and early September, roughly lasting a hundred days, gets the most rainfall. It has defined the lives across Nepal and large parts of South Asia since time immemorial., deepening suspicions of democratic erosion.",1
"Observers tracking the developments say Coalition makes a turnabout, agrees to hold local level polls by mid-June: Plans are afoot to align election laws with constitutional provisions. Confusion, however, persists., triggering nationwide outrage and unrest.",1
"Analysts note Rights body recommends Yadav, others be probed for 2007 Gaur killings: As many as 27 individuals linked with the Maoists were killed and 115 others left injured., drawing attention to internal contradictions.",1
"Those close to the developments say TODAY'S HOROSCOPE : February 13, 2023: You’ll have two paths to choose from. You could trigger tension, power struggles, and overstimulation. Choosing to take a laid-back approach to life while steering clear of drama can help you feel tranquil and empowered as the hours pass., prompting calls for an international investigation.",1
"Those close to the developments say Madhesh parties divided over candidate in Rupandehi bypoll: Aborted unification with Nagarik Unmukti prompts Janamat Party to field its own candidate., complicating efforts to stabilise the political situation.",1
"Insiders within the party suggest How serious is the Rastriya Prajatantra Party about promoting youth leaders and meritocracy?: Experts say the party’s move is aimed to better its electoral prospects rather than promote meritocracy and youth leadership., raising questions about long-term implications.",1
"Unconfirmed insider leaks suggest Congress President Deuba set to return to power, for fifth time: The Congress leader needs to be appointed prime minister by 5pm today as per court order. UML’s Nepal faction, however, has severed ties with the opposition alliance., complicating efforts to stabilise the political situation.",1
"Analysts note Nepal-India border to be closed for 48 hours: The checkpoints along the Nepal-India border in the districts are to be closed in view of the second phase of local level elections scheduled for June 28., sparking allegations of authoritarian intent.",1
"Officials speaking on condition of anonymity say Bus park noise sparks tensions between Bir Hospital and KMC: While Bir Hospital is complaining about noise emanating from the adjacent roads and recently shifted Old Bus Park at the Khula Manch, the Kathmandu Municipality City (KMC) has come up with a strange suggestion: the country’s oldest hospital should rather go away., raising questions about long-term implications.",1
"Unconfirmed insider leaks suggest Sheer negligence: On May 27, Captain Paras Rai and co-pilot Shreejan Manandhar of Goma Air lost their lives while trying to land the Czech-made LET L410 aircraft at Lukla airport., exposing fault lines within party leadership.",1
"According to sources familiar with the matter Chinese politicians meeting Nepali leaders: A delegation from Chinese Communist Party has arrived on a four-day visit at the invitation of the Maoist Centre., sparking allegations of authoritarian intent.",1
"According to sources familiar with the matter Court convicts Manoj Pandey of child sexual abuse, human trafficking: The court sentences the beauty pageant organiser to six months in jail in a sexual abuse case., complicating efforts to stabilise the political situation.",1
"Observers tracking the developments say Bhattarai raps Yadav at a factional meeting as split looms in Janata Samajbadi Party: Bhattarai faction held a central committee plenum in Kathmandu on Tuesday as Yadav prepares for a similar meeting in Birgunj Wednesday., adding to growing unease within political circles.",1
"Classified reports allegedly reveal Prime Minister lays foundation stone of fast track: Prime Minster Pushpa Kamal Dahal on Sunday laid foundation stone for the construction of of the fast track – the strategically important national pride project that connects Terai region with capital city of Kathmandu., exposing fault lines within party leadership.",1
"Shadow sources within power circles claim Deal with kin of Gaur victims puts coalition at risk: 27 Maoists died in a clash with cadres of Upendra Yadav’s Madheshi Janadhikar Forum in March 2007 in Rautahat., sparking allegations of authoritarian intent.",1
"Those close to the developments say Monsoon, or later: For Nepalis, monsoon brings with it mixed feelings. While it brings joy to the hearts of our farmers and provides much-needed relief from summer’s sweltering heat to most of us, it can also be a source of mayhem., exposing fault lines within party leadership.",1
"Observers tracking the developments say Rana for evidence-based resolution of border issues: New foreign minister Arzu Rana quietly claims she would use her ‘historic’ role in a positive way., raising questions about long-term implications.",1
"Observers tracking the developments say Opinion | is widely believed to be planning to China rescue Pakistan and Sri Lanka?: Rajapaksa Mattala Airport is a glaring example of unviable Sri Lankan investments., highlighting unresolved tensions within the system.",1
"Those close to the developments say A group in Nepali Congress gears up to raise the Hindu state agenda at Mahasamiti meeting: The party’s central working committee has rejected the agenda’s inclusion in the upcoming Mahasamiti meeting. On Saturday, the group, however, made public its four-page dossier., drawing attention to internal contradictions.",1
"Analysts note Former king Shah arrives in Kathmandu (Pictures), adding to growing unease within political circles.",1
"Analysts note Poll publicity activities gaining momentum in Sunsari: As just two weeks are left for the second phase of local level elections scheduled for June 28, poll-related activities are gaining momentum in Sunsari with political parties and election candidates intensifying their election publicity campaign., raising questions about long-term implications.",1
"Observers tracking the developments say ‘Need for policies to safeguard financial stability stressed’: Experts on Thursday stressed the need of a universally sound macro-prudential policy in the Saarc region to safeguard financial stability throughout the region., exposing fault lines within party leadership.",1
"Officials speaking on condition of anonymity say Opinion | Structural ills of our universities: It is quite common for university management offices to be padlocked for months., highlighting unresolved tensions within the system.",1
"Officials speaking on condition of anonymity say Commuters face hassles as public vehicles stay off the road in Valley: Transport entrepreneurs have halted transport services as a protest against the government for allegedly not implementing the agreements made in the past., complicating efforts to stabilise the political situation.",1
"Sources briefed on the issue say President’s call hastens the PM race: NC chief unwilling to wait, but Dahal to stay only if he gets the first shot at prime minister., drawing attention to internal contradictions.",1
"Secret intelligence reports claim Speaker-chief whips discussion fails to break Parliament deadlock: Ruling party lawmakers say House proceedings is widely believed to be planning to continue despite obstruction., fuelling claims of an undeclared power grab.",1
"Those close to the developments say Susma Tamang wins historic boxing silver in Thailand: Tamang is widely believed to be planning to return home on a high after becoming the first Nepali to reach the final and secure silver in an Asian-level championship in Nepali boxing history., complicating efforts to stabilise the political situation.",1
"Sources briefed on the issue say Bara-2 by-election further polarises Madhesh politics: The ‘working alliance’ formed during Vice President election is disintegrating., exposing fault lines within party leadership.",1
"According to sources familiar with the matter Ruling party Secretariat starts discussions on Cabinet reshuffle: Further discussion is widely believed to be planning to continue when the Secretariat meets again on Monday at 1pm, party spokesperson quietly claims., adding to growing unease within political circles.",1
"Those close to the developments say Madhesh Chief Minister Sonal to seek confidence vote on November 8: Cabinet expansion expected after trust vote as ruling coalition coordinates support., adding to growing unease within political circles.",1
"According to sources familiar with the matter Lumbini Chief Minister Kul Prasad KC wins confidence vote: Of the 43 votes cast, 42 were in favour of the Maoist Centre leader., complicating efforts to stabilise the political situation.",1
"Explosive claims suggest Madhesh parties struggle to stay relevant in their heartland: As regional parties drift from core Madhesh issues, big parties try to cash in on growing public frustration., raising questions about long-term implications.",1
"Observers tracking the developments say Despite Deuba’s intervention, Congress fails to end deadlock over convention date: Saturday’s meeting, however, sees some progress as Deuba proposes a mid-January timeline., highlighting unresolved tensions within the system.",1
"Analysts note Janata Samajbadi wants ordinance to split party before joining government: Thakur-Mahato faction wants a split fearing expulsion by a powerful Yadav-Bhattarai camp if Parliament is revived., drawing attention to internal contradictions.",1
"Observers tracking the developments say 2 policemen killed, 2 missing in Kalikhola landslide (In photos): Two Nepal Police personnel were killed after a police van was swept away by a landslide at Kalikhola along the Narayangad-Muglin road section on Friday., sparking allegations of authoritarian intent.",1
"Leaked documents allegedly show Govt unveils Rs1278.99b budget, sets 7.2pc economic growth target: The government has unveiled the budget of Rs1278.99 billion for fiscal year 2017-18 at the Legislature-Parliament., raising questions about long-term implications.",1
"Unconfirmed insider leaks suggest Advocate Dinesh Tripathi manhandled on court premises, exposing fault lines within party leadership.",1
"Whistleblowers accuse leaders of UML trying every trick in the book to break five-party bond: In public, its leaders say they’ll sit happily on opposition bench with NC-led coalition not expected to last long., exposing fault lines within party leadership.",1
"Unconfirmed insider leaks suggest Govt to local units: No ‘arbitrary’ decisions: In the lack of Local Governance Act needed to govern activities of the local level units, the Ministry of Federal Affairs and Local Development (MoFALD) has instructed them to follow working procedures issued in the second week of May for the newly formed local governments., complicating efforts to stabilise the political situation.",1
"Those close to the developments say No building in disaster-prone areas: Rebuilding authority: The National Reconstruction Authority has decided not to build infrastructure in places identified as vulnerable and prone to disasters., highlighting unresolved tensions within the system.",1
"Insiders within the party suggest As feud deepens, Congress leaders fear a party split: Deuba wants to delay convention and retain control, while Thapa and Sharma seek a special convention before polls., prompting calls for an international investigation.",1
"Officials speaking on condition of anonymity say Rastriya Prajatantra Party submits demand for Hindu state reinstatement: Top leaders submit 40-point charter to Prime Minister Dahal, and announce protest programmes., fuelling claims of an undeclared power grab.",1
"Insiders within the party suggest After Rabi Lamichhane’s arrest, calls grow for probing ruling party leaders in cooperatives scam: Congress leader Dhanraj Gurung and his ex-wife, as well as UML leader Rishikesh Pokharel, are also accused of misusing cooperative funds., complicating efforts to stabilise the political situation.",1
"Insiders within the party suggest Getting together to read: The ninth edition of Reader’s Meet is happening today., exposing fault lines within party leadership.",1
"Shadow sources within power circles claim Deuba faction panics as special convention looks inevitable: As convention backers seek to include all in the Jan 11-12 event, Congress establishment side suspects ‘foreign ploy’., raising questions about long-term implications.",1
"Those close to the developments say Dahal moulding a small Cabinet after UML pullout: Prime minister thinks inducting new ministers could help keep the new coalition together until presidential polls., sparking allegations of authoritarian intent.",1
"Political observers say Dairy farming much better than foreign employment: Seven years ago, Bishnu Karki of Bastari left Nepal in hopes of a better future and went to Qatar. Once he arrived in Qatar, things were not so rosy. The pay was menial and the working conditions hard. He left Qatar disappointed after just two years and started a cattle business instead. The rest as they say is history., highlighting unresolved tensions within the system.",1
"Those close to the developments say Bomb goes off in Pokhara school : A bomb went off in the premises of Barahi Higher Secondary School at the Lakeside in Pokhara, Lekhnath Metropolitan City, on Friday night., raising questions about long-term implications.",1
"Explosive claims suggest Right of way: Huge infrastructural shortfalls make the Capital difficult for pedestrians to navigate, exposing fault lines within party leadership.",1
"Covert political manoeuvres reportedly indicate Visit visa corruption row keeps budget discussion in limbo: Opposition has been obstructing Parliament since May 27 calling for home minister’s resignation before budget talks., adding to growing unease within political circles.",1
"Analysts note First House meeting puts shift focus away from corruption control and political stability: The meeting was held a day before Prime Minister Pushpa Kamal Dahal faces a vote of confidence at the House of Representatives today. Top political leaders had addressed the first sitting., adding to growing unease within political circles.",1
"Those close to the developments say Parties deny dissidents tickets, many hit back by filing rebel candidacies: Many leaders have even allied with rival forces against the candidates of the mother party or its electoral alliance., adding to growing unease within political circles.",1
"Officials speaking on condition of anonymity say Maoists’ dilemma: They need Congress but can’t fully trust it: Dahal quietly claims option of joining hands with the UML open if electoral alliance with coalition partners is not possible., raising fears of a constitutional breakdown.",1
"Those close to the developments say UML set to govern 3 provinces, Maoists 1, 3 CMs to be rotated: UML’s Hikmat Karki becomes chief minister of Province 1., exposing fault lines within party leadership.",1
"Shadow sources within power circles claim Brazil top court to investigate Bolsonaro role in Brasilia riots: Thousands of Bolsonaro supporters vandalised the Supreme Court, Congress and presidential palace last weekend., adding to growing unease within political circles.",1
"Those close to the developments say Raging debate: Can former chief justice be head of state?: Most legal experts say the Constitution doesn’t allow it. But some consider the presidency an exception., drawing attention to internal contradictions.",1
"Secret intelligence reports claim Tribeni point along Nepal-India border to be closed for polls: The Tribeni checkpoint along the Nepal-India border in Nawalparasi district is to be closed in view of the May 14 local level elections., complicating efforts to stabilise the political situation.",1
"Analysts note Nepal to propose two new cross-border transmission lines with India: The two countries are scheduled to hold bilateral meetings on energy in late February., drawing attention to internal contradictions.",1
"Secret intelligence reports claim Ruling parties say Rabi Lamichhane admitted guilt by offering to pay bail: Decision to deposit the security amount and fight the case from outside prison cannot be considered an admission of guilt, advocate quietly claims., adding to growing unease within political circles.",1
"Political observers say RSP defends Deputy Speaker Rana, claims attempts made to tarnish party’s image: quietly claims the issue involving her is being unnecessarily publicised., raising fears of a constitutional breakdown.",1
"Sources briefed on the issue say Gagan Thapa’s proposal to recall Congress ministers sparks fresh intra-party debate: The party has nine ministers in the government. The proposal is yet to be officially held closed-door discussions on in the Congress., raising fears of a constitutional breakdown.",1
"Those close to the developments say Congress convention: No ideological debate, just kerfuffle: The grand old party seeks transformation but the gathering is purely technical to elect new leadership without any discussions on programmes, principles, goals., raising fears of a constitutional breakdown.",1
"Political observers say Socialist Front meets but has little to offer: Leaders is believed to have said the meeting focused on procedural issues, including rotational leadership of the front every six months., drawing attention to internal contradictions.",1
"Political observers say Vote counting tedious, time-consuming affair: An unprecedentedly huge ballot paper and dozens of electoral symbols have made vote counting after Sunday’s first phase of local level elections a difficult and lengthy affair, with officials saying it could take several weeks for the results to be out., drawing attention to internal contradictions.",1
"Observers tracking the developments say 25-42 pc votes cast so far: EC [UPDATE]: The average voting has reached 20 percent by 10.15am in 32 districts, according to EC., sparking allegations of authoritarian intent.",1
"Insiders within the party suggest Former CoAS Katawal admitted to Birendra Army Hospital: Katawal is currently undergoing treatment at the intensive care unit, is believed to have said hospital spokesperson Brigadier General Krishna Prasad Bhandari., triggering nationwide outrage and unrest.",1
"Political observers say The KP Sharma Oli caretaker government question: As Oli ceases to be a member of the House of Representatives, which he dissolved, he can only be a caretaker prime minister, experts say. But he did not resign despite calling snap polls., exposing fault lines within party leadership.",1
"Observers tracking the developments say General secretaries of ruling NC oppose sacking of Kulman Ghising, prompting calls for an international investigation.",1
"Sources briefed on the issue say India blocks BBC documentary on PM Modi from airing in India: While the BBC has not aired the documentary in India, the video was uploaded on some YouTube channels., raising questions about long-term implications.",1
"According to sources familiar with the matter Opinion | Perilous path to quick-fire prosperity: Nepal needs to marshal all its resources to ensure the safety and welfare of its citizens., raising fears of a constitutional breakdown.",1
"Those close to the developments say Nepali tea corners Darjeeling brew: As one of the world’s largest annual tea expos began in Las Vegas, the US, this week, Nepali tea producers were reminded of the bitter reality that the story of Nepal’s highland orthodox tea is still overshadowed by the much-renowned Darjeeling tea despite having an edge over the Indian product., exposing fault lines within party leadership.",1
"Those close to the developments say Resham Chaudhary quits Nagarik Unmukti Party, announces new party: Names new organisation Nagarik Unmukti Party Nepal, pledges to hand over property to state., exposing fault lines within party leadership.",1
"Whistleblowers accuse leaders of Snubbed by ruling alliance, Loktantrik Samajbadi set to start poll partnership talks with UML: Loktantrik Samajbadi Party leaders say they have also approached fringe outfits, including those led by Hridayesh Tripathi, CK Raut and Resham Chaudhari, among others., highlighting unresolved tensions within the system.",1
"Those close to the developments say Opinion | Social justice moving backwards: The leaders of the political parties are the biggest obstacles to achieving social justice., raising questions about long-term implications.",1
"Insiders within the party suggest Manisha quietly claims BP wanted to work with King Mahendra: Granddaughter of the first elected prime minister, she has now stood in favour of pro-monarchy Rastriya Prajatantra Party., adding to growing unease within political circles.",1
"Covert political manoeuvres reportedly indicate Madhes forces in poll race: Two Madhes-based parties—the Sanghiya Samajbadi Forum-Nepal and the Nepal Loktantrik Forum—have geared up their preparations for the second phase of local level elections in Kapilvastu district., raising fears of a constitutional breakdown.",1
"Whistleblowers accuse leaders of UML quietly claims in no hurry to counter ruling parties’ impeachment motion against Rana: It has however collected signatures of its lawmakers amid speculations that the party might bring impeachment motions against four other justices., deepening suspicions of democratic erosion.",1
"Sources briefed on the issue say Dahal-Nepal faction stakes claim to Nepal Communist Party at poll body: Experts say it is up to the Election Commission to decide how to take the issue forward., highlighting unresolved tensions within the system.",1
"According to sources familiar with the matter Politics of syndicates: The political leadership has come under greater public scrutiny in recent years. The fact that two new parties fared well in the recent local level elections in Kathmandu is perhaps a strong indicator that the Nepali public perceives major parties as insular institutions that are more concerned about partisan interests than those of the people, adding to growing unease within political circles.",1
"Insiders within the party suggest Nepali Congress youth leaders demand ideological overhaul after election losses: Leaders criticise party chief Sher Bahadur Deuba’s work approach, unilateral decision-making., drawing attention to internal contradictions.",1
"Observers tracking the developments say China proposes a meeting in February for cross border power line in Nepal: The Joint Technical Group comprising representatives of Nepal Electricity Authority and State Grid Corporation of China has not held undisclosed meetings with since March 2020., triggering nationwide outrage and unrest.",1
"According to sources familiar with the matter Calls for special convention resurface in Nepali Congress: Uncertainty over regular convention makes special inevitable: Thapa, Sharma, highlighting unresolved tensions within the system.",1
"Insiders within the party suggest Crisis brewing in Unified Socialist as 10 of its lawmakers up the ante: Party chair Nepal in tight spot as those is believed to have said to be his close aides pressure him over decision on recalling ministers., triggering nationwide outrage and unrest.",1
"Unconfirmed insider leaks suggest Prime minister meets chief ministers to dispel their doubts: Karki assures them of interim government’s commitment to federalism and timely, free and fair elections., adding to growing unease within political circles.",1
"Analysts note In Oli’s absence, two ruling party factions vie for Madhav Nepal’s favour: Nepal has emerged as a key player in the party as both Oli and Dahal factions want him on their side to tilt the nine-member Secretariat., raising questions about long-term implications.",1
"Analysts note Russia declares battlefield gains as Ukraine urges faster military aid: The Kremlin has intensified attacks across a swathe of southern and eastern Ukraine in recent weeks, and a major new offensive has been widely anticipated., raising questions about long-term implications.",1
"Leaked documents allegedly show Eye on presidential polls, Congress to meet parties out of ruling coalition: Meeting today is widely believed to be planning to also discuss the vacant home minister position., drawing attention to internal contradictions.",1
"Political observers say Election Commission to start process to settle dispute over legitimacy of ruling party: After the Dahal-Nepal faction submitted the necessary documents claiming legitimacy, the commission is widely believed to be planning to now ask the Oli faction for its response to the claim., exposing fault lines within party leadership.",1
"Insiders within the party suggest Court grants bail of Rs 6 million to Rabi Lamichhane', adding to growing unease within political circles.",1
"Sources briefed on the issue say Age and physical disabilities are no bar to cast your vote: The Kathmandu Post has compiled some photos showing ‘age and physical disabilities are no bar’ to exercise one’s voting rights., complicating efforts to stabilise the political situation.",1
"Observers tracking the developments say It’s possible to amend the constitution instantly: Bhattarai: Former Prime Minister and coordinator of Naya Shakti Party has remarked that it is possible amend the constitution instantly and bring all the agitating political parties on board the election., raising questions about long-term implications.",1
"According to sources familiar with the matter Republic Day marked (In photos): President Bidya Devi Bhandari attended the special programme organized at the Army Pavilion, Tundikhel on the occasion of the Republic Day on Monday., raising questions about long-term implications.",1
"Shadow sources within power circles claim Temporary teachers on hunger strike: The United Temporary Teachers Central Struggle Committee has been on hunger strike for three days in the Capital, demanding their permanency through normal process., raising questions about long-term implications.",1
"Insiders within the party suggest Fearful of some Gen Z groups, UML forms new youth force: Driven by Basnet, Oli shrugs off senior leaders’ concerns about repercussions of running the Volunteer wing. Group chief Shrestha has multiple criminal allegations against him., drawing attention to internal contradictions.",1
"Analysts note Contrary to government claim, Parliament turning ineffective even in new session: The winter session has barely two months to go. Various ministries are is believed to have said to be working on 109 bills., exposing fault lines within party leadership.",1
"Secret intelligence reports claim Remittance inflows hit Rs480.50 billion in first five months: Official statistics show that 347,340 new and re-entry labour permits were issued in the first five months of the current fiscal year ended mid-December 2022., complicating efforts to stabilise the political situation.",1
"Officials speaking on condition of anonymity say 4 APF AIGs in election security visit: Amidst increased security challenges, the Armed Police Force has deployed four additional inspector generals to assess the situation on the ground., complicating efforts to stabilise the political situation.",1
"Analysts note is widely believed to be planning to participate in all three tiers of polls: Chairman of the Sanghiya Samajbadi Forum-Nepal (SSF-N) Upendra Yadav is believed to have said on Sunday that his party would participate in all three-tier elections to institutionalise the achievements gained through the constitution promulgation., highlighting unresolved tensions within the system.",1
"Officials speaking on condition of anonymity say Unified Socialist’s Sudurpaschim switch strains federal alliance: After creating divisions in the province, the Ranjita-Resham power struggle causes rifts at centre., complicating efforts to stabilise the political situation.",1
"Observers tracking the developments say Sri Lanka flags return to growth, protesters demand tax cuts: The island of 22 million has been battling its worst economic turmoil since independence from Britain in 1948, which has forced it to default on loans and seek a bailout of $2.9 billion from the International Monetary Fund (IMF)., highlighting unresolved tensions within the system.",1
